meta_id,cochrane_id,review_title,comparison,outcome,intervention,control,n_studies,n_participants,pooled_effect_type,pooled_effect,ci_lower,ci_upper,p_value,i_squared,tau_squared,heterogeneity_p,model_type,subgroup_analysis,sensitivity_analysis,publication_bias_assessed,rob_overall,certainty_grade,year_updated,therapeutic_area
CMETA474,CD764615,Systematic review 474,Intervention vs comparator,Disease progression,Active treatment,Standard care,11,5642,Risk Ratio,1.14,0.83,1.15,0.094,48,0.02,0.698,Fixed,No,No,Yes,Low,High,2015,Endocrinology
CMETA475,CD468174,Systematic review 475,Intervention vs comparator,Clinical response,Active treatment,Standard care,17,6044,Mean Difference,0.82,0.75,1.62,0.132,26,0.14,0.072,Fixed,Yes,Yes,Yes,Low,Moderate,2021,Cardiology
CMETA476,CD141352,Systematic review 476,Intervention vs comparator,Mortality,Active treatment,Standard care,30,955,Odds Ratio,1.2,0.73,1.16,0.085,44,0.028,0.448,Random,No,No,Yes,Unclear,Moderate,2016,Cardiology
CMETA477,CD623894,Systematic review 477,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,18,6273,Hazard Ratio,0.84,0.69,1.31,0.013,40,0.103,0.117,Random,Yes,Yes,Yes,High,High,2015,Oncology
CMETA478,CD168915,Systematic review 478,Intervention vs comparator,Mortality,Active treatment,Placebo,18,1243,Hazard Ratio,1.25,0.63,1.47,0.106,22,0.126,0.368,Fixed,Yes,No,Yes,Low,High,2017,Cardiology
CMETA479,CD209015,Systematic review 479,Intervention vs comparator,Disease progression,Active treatment,Standard care,30,969,Odds Ratio,0.82,0.71,1.26,0.123,50,0.136,0.509,Fixed,No,Yes,Yes,Low,Moderate,2023,Endocrinology
CMETA480,CD678397,Systematic review 480,Intervention vs comparator,Disease progression,Active treatment,Standard care,13,3749,Hazard Ratio,1.27,0.58,1.12,0.056,68,0.029,0.333,Random,Yes,Yes,No,Low,Moderate,2017,Pulmonology
CMETA481,CD114339,Systematic review 481,Intervention vs comparator,Clinical response,Active treatment,Standard care,10,3857,Odds Ratio,0.99,0.78,1.28,0.017,42,0.124,0.292,Random,No,Yes,No,High,Low,2023,Pulmonology
CMETA482,CD956319,Systematic review 482,Intervention vs comparator,Disease progression,Active treatment,Placebo,9,2877,Odds Ratio,0.67,0.82,1.44,0.14,58,0.056,0.197,Random,No,Yes,Yes,Low,Low,2018,Neurology
CMETA483,CD528312,Systematic review 483,Intervention vs comparator,Disease progression,Active treatment,Standard care,10,6515,Odds Ratio,0.82,0.64,1.28,0.009,36,0.087,0.819,Fixed,No,No,No,High,Moderate,2023,Endocrinology
CMETA484,CD874375,Systematic review 484,Intervention vs comparator,Mortality,Active treatment,Standard care,13,6805,Odds Ratio,0.68,0.67,1.06,0.054,19,0.048,0.846,Random,No,Yes,Yes,Low,Moderate,2015,Psychiatry
CMETA485,CD788320,Systematic review 485,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,8,1574,Mean Difference,0.96,0.77,1.31,0.023,61,0.133,0.153,Random,Yes,No,Yes,Low,Moderate,2018,Pulmonology
CMETA486,CD536825,Systematic review 486,Intervention vs comparator,Disease progression,Active treatment,Standard care,20,5378,Mean Difference,0.67,0.73,1.4,0.118,67,0.138,0.149,Fixed,Yes,No,No,Low,Moderate,2016,Rheumatology
CMETA487,CD157276,Systematic review 487,Intervention vs comparator,Mortality,Active treatment,Standard care,10,4982,Mean Difference,1.0,0.8,1.22,0.108,53,0.022,0.29,Random,Yes,No,Yes,Low,Low,2018,Rheumatology
CMETA488,CD746900,Systematic review 488,Intervention vs comparator,Clinical response,Active treatment,Standard care,18,6468,Risk Ratio,1.27,0.74,1.22,0.023,73,0.026,0.601,Random,No,No,Yes,Low,Low,2019,Neurology
CMETA489,CD416830,Systematic review 489,Intervention vs comparator,Clinical response,Active treatment,Standard care,10,4319,Hazard Ratio,1.24,0.64,1.32,0.145,29,0.149,0.399,Random,Yes,No,No,Low,Low,2015,Pulmonology
CMETA490,CD937348,Systematic review 490,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,32,1387,Risk Ratio,1.29,0.7,1.58,0.044,23,0.145,0.693,Fixed,Yes,Yes,Yes,High,Moderate,2015,Psychiatry
CMETA491,CD537963,Systematic review 491,Intervention vs comparator,Disease progression,Active treatment,Placebo,20,7860,Risk Ratio,1.09,0.53,1.34,0.087,59,0.085,0.195,Random,No,No,Yes,High,Moderate,2021,Psychiatry
CMETA492,CD658661,Systematic review 492,Intervention vs comparator,Mortality,Active treatment,Standard care,9,6528,Mean Difference,0.9,0.54,1.38,0.081,48,0.048,0.763,Random,No,No,Yes,Unclear,High,2022,Rheumatology
CMETA493,CD920005,Systematic review 493,Intervention vs comparator,Clinical response,Active treatment,Standard care,13,7812,Risk Ratio,0.8,0.5,1.08,0.024,68,0.125,0.334,Random,Yes,Yes,Yes,Low,High,2015,Psychiatry
CMETA494,CD923741,Systematic review 494,Intervention vs comparator,Mortality,Active treatment,Placebo,24,1060,Mean Difference,0.98,0.61,1.47,0.082,59,0.113,0.783,Random,No,Yes,Yes,Low,High,2021,Pulmonology
CMETA495,CD282855,Systematic review 495,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,19,7260,Mean Difference,0.87,0.57,1.44,0.012,19,0.074,0.408,Fixed,Yes,No,Yes,Low,Low,2019,Endocrinology
CMETA496,CD284841,Systematic review 496,Intervention vs comparator,Disease progression,Active treatment,Placebo,23,1125,Mean Difference,0.83,0.85,1.18,0.028,17,0.076,0.215,Fixed,Yes,No,No,Low,Moderate,2021,Cardiology
CMETA497,CD850514,Systematic review 497,Intervention vs comparator,Disease progression,Active treatment,Placebo,32,4497,Risk Ratio,0.87,0.84,1.36,0.143,37,0.021,0.264,Fixed,No,Yes,Yes,Low,High,2016,Psychiatry
CMETA498,CD947678,Systematic review 498,Intervention vs comparator,Disease progression,Active treatment,Standard care,21,6300,Mean Difference,0.77,0.74,1.1,0.084,54,0.136,0.578,Random,Yes,No,Yes,Low,High,2021,Neurology
CMETA499,CD241461,Systematic review 499,Intervention vs comparator,Clinical response,Active treatment,Standard care,10,6670,Odds Ratio,1.13,0.82,1.58,0.014,40,0.148,0.374,Random,Yes,Yes,No,High,High,2022,Neurology
CMETA500,CD477613,Systematic review 500,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,23,3895,Hazard Ratio,0.69,0.58,1.3,0.074,63,0.128,0.504,Random,Yes,No,No,Low,Low,2023,Rheumatology
CMETA501,CD391181,Systematic review 501,Intervention vs comparator,Disease progression,Active treatment,Standard care,19,4062,Hazard Ratio,1.22,0.61,1.2,0.019,71,0.14,0.757,Random,No,Yes,Yes,Unclear,Moderate,2019,Rheumatology
