cea_id,study_type,publication_year,country,perspective,therapeutic_area,intervention_type,model_type,time_horizon_years,intervention_cost_usd,comparator_cost_usd,incremental_cost_usd,intervention_qalys,comparator_qalys,incremental_qalys,icer_per_qaly,wtp_threshold,ce_conclusion,deterministic_sa_conducted,probabilistic_sa_conducted,prob_ce_at_wtp,discount_rate_costs,discount_rate_outcomes,cheers_quality_score,efficacy_from_rct,utility_data_source,half_cycle_correction,scenario_analyses_n,subgroup_analyses,equity_considerations,funding_source
CEA0096,Cost-Utility Analysis (CUA),2020,Netherlands,Patient,Diabetes,Surgical,Discrete Event Simulation,Lifetime,23619.05,115141.14,-91522.08,7.6434,7.6399,0.0035,,80000,Inconclusive,True,True,0.511,0.04,0.03,16,True,SF-6D,True,8,True,True,Industry
CEA0097,Cost-Utility Analysis (CUA),2024,South Korea,Societal,Infectious Disease,Behavioral,Markov,30,121972.92,85535.65,36437.27,4.1644,9.1401,-4.9757,-7323.06,80000,Dominant,False,False,,0.035,0.035,20,False,Literature,True,6,False,True,Mixed
CEA0098,Cost-Minimization Analysis (CMA),2023,France,Healthcare payer,Infectious Disease,Diagnostic,Decision Tree,10,11243.66,45502.44,-34258.78,9.8278,9.4198,0.4081,-83952.54,80000,Dominant,True,True,0.738,0.05,0.035,23,True,Expert Opinion,False,3,False,True,Government
CEA0099,Budget Impact Analysis (BIA),2022,France,Hospital,Mental Health,Digital Health,Markov,Lifetime,78317.23,96380.47,-18063.25,6.3381,4.1699,2.1682,-8331.05,80000,Dominant,True,True,0.688,0.035,0.03,13,True,Expert Opinion,True,2,False,False,Government
CEA0100,Budget Impact Analysis (BIA),2015,Japan,Hospital,Rheumatology,Diagnostic,Markov,Lifetime,192513.69,22745.92,169767.77,9.389,8.8104,0.5786,293413.51,80000,Not Cost-Effective,True,True,0.777,0.03,0.04,18,True,Expert Opinion,True,6,False,False,Independent
CEA0101,Budget Impact Analysis (BIA),2021,South Korea,Societal,Cardiology,Diagnostic,Discrete Event Simulation,1,168701.61,76162.72,92538.89,8.5369,4.8641,3.6727,25196.29,80000,Highly Cost-Effective,True,False,,0.035,0.05,19,True,HUI,True,0,False,False,Independent
CEA0102,Cost-Benefit Analysis (CBA),2016,Japan,Healthcare payer,Oncology,Diagnostic,Markov,1,150256.79,66573.82,83682.96,4.8117,11.6762,-6.8645,-12190.68,80000,Dominant,True,True,0.377,0.04,0.03,14,True,EQ-5D,False,2,False,False,Mixed
CEA0103,Budget Impact Analysis (BIA),2019,Canada,Healthcare payer,Diabetes,Digital Health,Discrete Event Simulation,Lifetime,163475.59,115849.74,47625.85,7.163,10.2835,-3.1205,-15262.18,80000,Dominant,True,False,,0.035,0.035,13,False,EQ-5D,False,5,False,False,Industry
CEA0104,Cost-Effectiveness Analysis (CEA),2022,Australia,Societal,Vaccines,Screening,Markov,1,109889.43,99086.06,10803.37,14.5429,7.0632,7.4798,1444.35,80000,Highly Cost-Effective,True,True,0.554,0.03,0.04,19,True,SF-6D,True,9,False,False,Industry
CEA0105,Budget Impact Analysis (BIA),2017,Germany,Hospital,Mental Health,Diagnostic,Discrete Event Simulation,Lifetime,84689.17,88642.85,-3953.68,10.2458,5.5037,4.7421,-833.74,80000,Dominant,True,False,,0.03,0.05,24,True,HUI,False,2,False,False,Industry
CEA0106,Cost-Minimization Analysis (CMA),2020,Australia,Societal,Vaccines,Prevention,Discrete Event Simulation,Lifetime,180090.08,13520.59,166569.49,12.3948,12.0202,0.3747,444582.07,80000,Not Cost-Effective,True,True,0.692,0.03,0.04,18,True,EQ-5D,False,1,False,False,Mixed
CEA0107,Cost-Utility Analysis (CUA),2020,Netherlands,Healthcare payer,Rare Diseases,Surgical,Discrete Event Simulation,10,20265.6,78278.21,-58012.61,9.3455,11.566,-2.2205,26126.18,80000,Highly Cost-Effective,False,True,0.684,0.035,0.04,17,True,EQ-5D,True,1,False,False,Mixed
CEA0108,Budget Impact Analysis (BIA),2022,South Korea,Healthcare payer,Vaccines,Digital Health,Discrete Event Simulation,5,98143.74,34570.02,63573.72,12.1352,5.153,6.9821,9105.19,80000,Highly Cost-Effective,True,True,0.372,0.03,0.035,16,True,EQ-5D,True,7,False,False,Industry
CEA0109,Budget Impact Analysis (BIA),2021,Japan,Patient,Diabetes,Pharmaceutical,Decision Tree,1,144145.19,9817.66,134327.53,7.5448,3.0293,4.5156,29747.62,80000,Highly Cost-Effective,True,True,0.554,0.04,0.03,12,False,EQ-5D,True,6,False,False,Mixed
CEA0110,Cost-Minimization Analysis (CMA),2024,Spain,Societal,Diabetes,Prevention,Hybrid,20,7735.03,121683.68,-113948.65,4.5469,10.6618,-6.115,18634.36,80000,Highly Cost-Effective,True,True,0.743,0.05,0.05,16,True,SF-6D,False,1,False,False,Mixed
CEA0111,Cost-Utility Analysis (CUA),2015,Sweden,Societal,Neurology,Pharmaceutical,Markov,1,112268.52,24576.4,87692.11,5.2456,7.2357,-1.99,-44065.92,80000,Dominant,True,True,0.729,0.035,0.04,13,True,HUI,False,1,True,False,Government
CEA0112,Cost-Utility Analysis (CUA),2016,Australia,Societal,Rheumatology,Screening,Hybrid,20,126384.56,107624.09,18760.47,14.5271,3.9804,10.5467,1778.81,80000,Highly Cost-Effective,False,True,0.481,0.04,0.03,13,True,Literature,True,9,False,True,Industry
CEA0113,Budget Impact Analysis (BIA),2017,Sweden,Hospital,Neurology,Prevention,Markov,5,11701.25,116994.38,-105293.13,10.693,6.0889,4.6042,-22869.11,80000,Dominant,True,False,,0.03,0.035,15,True,EQ-5D,False,9,False,False,Industry
CEA0114,Budget Impact Analysis (BIA),2022,UK,Societal,Rare Diseases,Diagnostic,Markov,10,53449.21,34912.43,18536.78,10.9021,3.3912,7.5109,2467.99,50000,Highly Cost-Effective,True,True,0.622,0.035,0.035,17,True,Expert Opinion,True,6,False,False,Government
CEA0115,Cost-Minimization Analysis (CMA),2020,France,Government,Diabetes,Behavioral,Hybrid,1,185346.23,8491.31,176854.93,5.3624,10.4689,-5.1065,-34633.25,80000,Dominant,True,True,0.757,0.035,0.05,24,True,Expert Opinion,True,7,True,True,Independent
CEA0116,Budget Impact Analysis (BIA),2018,USA,Patient,Oncology,Pharmaceutical,Markov,30,163668.85,41846.44,121822.41,14.0688,10.509,3.5597,34222.31,100000,Highly Cost-Effective,True,True,0.71,0.03,0.03,14,True,EQ-5D,True,4,True,False,Industry
CEA0117,Cost-Utility Analysis (CUA),2024,South Korea,Government,Neurology,Prevention,Markov,1,130508.63,122071.11,8437.52,8.2107,3.4942,4.7165,1788.92,80000,Highly Cost-Effective,True,True,0.677,0.03,0.05,12,True,Expert Opinion,True,2,False,False,Independent
CEA0118,Budget Impact Analysis (BIA),2024,France,Hospital,Cardiology,Diagnostic,Decision Tree,30,78886.62,2528.65,76357.96,6.0591,12.979,-6.9199,-11034.61,80000,Dominant,True,True,0.856,0.035,0.04,19,True,Literature,True,6,False,False,Government
CEA0119,Budget Impact Analysis (BIA),2019,Canada,Healthcare payer,Infectious Disease,Digital Health,Markov,10,47818.62,108480.58,-60661.96,8.2197,9.8295,-1.6098,37681.95,80000,Highly Cost-Effective,True,True,0.508,0.04,0.03,15,False,HUI,True,4,False,False,Mixed
CEA0120,Cost-Effectiveness Analysis (CEA),2016,South Korea,Patient,Oncology,Device,Hybrid,5,78500.88,97159.92,-18659.04,6.3999,9.101,-2.7011,6907.83,80000,Highly Cost-Effective,True,False,,0.03,0.04,23,True,SF-6D,False,8,False,False,Mixed
CEA0121,Cost-Utility Analysis (CUA),2020,Sweden,Societal,Respiratory,Screening,Decision Tree,30,197552.14,50289.24,147262.9,10.024,11.3527,-1.3288,-110828.13,80000,Dominant,True,False,,0.035,0.05,20,True,HUI,True,6,True,False,Industry
CEA0122,Budget Impact Analysis (BIA),2018,UK,Government,Mental Health,Prevention,Decision Tree,10,175234.03,134899.16,40334.86,8.4968,7.2805,1.2163,33161.15,50000,Cost-Effective,True,False,,0.03,0.05,22,True,SF-6D,True,2,False,True,Independent
CEA0123,Budget Impact Analysis (BIA),2015,Germany,Patient,Diabetes,Device,Markov,1,2841.53,146452.34,-143610.81,10.4927,3.8221,6.6706,-21528.95,80000,Dominant,True,True,0.708,0.05,0.05,16,False,EQ-5D,True,9,False,False,Industry
CEA0124,Budget Impact Analysis (BIA),2017,Spain,Hospital,Infectious Disease,Device,Decision Tree,20,129154.9,14198.16,114956.74,3.2514,2.6094,0.642,179054.1,80000,Not Cost-Effective,True,True,0.375,0.035,0.04,20,True,EQ-5D,True,1,True,False,Government
CEA0125,Cost-Minimization Analysis (CMA),2018,Spain,Government,Oncology,Pharmaceutical,Discrete Event Simulation,Lifetime,35902.68,104585.18,-68682.5,14.7237,10.9995,3.7242,-18442.13,80000,Dominant,True,True,0.773,0.04,0.05,22,True,EQ-5D,True,0,False,False,Industry
CEA0126,Budget Impact Analysis (BIA),2017,Canada,Societal,Rheumatology,Behavioral,Decision Tree,5,129974.01,84552.38,45421.63,12.1381,12.3941,-0.256,-177395.44,80000,Dominant,True,False,,0.05,0.05,20,True,HUI,False,8,True,False,Industry
CEA0127,Cost-Effectiveness Analysis (CEA),2020,Spain,Hospital,Vaccines,Diagnostic,Discrete Event Simulation,10,183487.83,113401.24,70086.58,10.8632,5.0483,5.8149,12052.93,80000,Highly Cost-Effective,True,False,,0.05,0.03,16,False,Literature,True,1,True,False,Independent
CEA0128,Budget Impact Analysis (BIA),2023,Spain,Hospital,Rare Diseases,Behavioral,Hybrid,5,61657.81,67526.28,-5868.47,7.3781,13.7949,-6.4168,914.55,80000,Highly Cost-Effective,True,True,0.482,0.04,0.035,22,False,SF-6D,True,6,True,True,Industry
CEA0129,Cost-Minimization Analysis (CMA),2024,Canada,Healthcare payer,Infectious Disease,Digital Health,Hybrid,Lifetime,106944.56,148699.96,-41755.4,9.3821,8.8829,0.4992,-83639.95,80000,Dominant,False,False,,0.04,0.035,17,False,EQ-5D,True,8,False,False,Independent
CEA0130,Cost-Minimization Analysis (CMA),2016,Germany,Government,Respiratory,Behavioral,Hybrid,1,100786.71,122201.92,-21415.21,11.9426,2.2457,9.6969,-2208.46,80000,Dominant,True,True,0.773,0.03,0.03,14,False,Expert Opinion,True,3,False,False,Independent
CEA0131,Cost-Benefit Analysis (CBA),2019,Germany,Patient,Respiratory,Behavioral,Markov,20,65037.58,50651.56,14386.03,11.3848,7.6845,3.7004,3887.74,80000,Highly Cost-Effective,True,True,0.587,0.035,0.04,19,True,Literature,False,9,False,False,Industry
CEA0132,Cost-Benefit Analysis (CBA),2016,Italy,Healthcare payer,Mental Health,Device,Decision Tree,5,122355.52,87185.22,35170.3,14.9607,5.336,9.6248,3654.14,80000,Highly Cost-Effective,True,True,0.835,0.04,0.03,16,True,EQ-5D,False,7,False,False,Industry
CEA0133,Budget Impact Analysis (BIA),2017,Sweden,Healthcare payer,Neurology,Digital Health,Hybrid,30,37558.17,34724.48,2833.69,6.28,2.4595,3.8205,741.7,80000,Highly Cost-Effective,True,True,0.762,0.05,0.04,22,True,Expert Opinion,True,2,False,True,Industry
CEA0134,Cost-Benefit Analysis (CBA),2019,Canada,Healthcare payer,Vaccines,Prevention,Discrete Event Simulation,Lifetime,191131.73,132257.93,58873.8,6.0619,6.1997,-0.1378,-427091.22,80000,Dominant,True,False,,0.04,0.05,12,True,Expert Opinion,True,3,False,False,Government
CEA0135,Cost-Minimization Analysis (CMA),2017,UK,Societal,Mental Health,Screening,Markov,10,2055.2,110737.36,-108682.16,11.8491,7.9618,3.8873,-27958.5,50000,Dominant,True,True,0.418,0.03,0.05,15,True,Expert Opinion,True,8,True,False,Government
CEA0136,Budget Impact Analysis (BIA),2021,Australia,Societal,Vaccines,Pharmaceutical,Decision Tree,5,112069.68,61728.72,50340.96,12.5392,2.536,10.0033,5032.45,80000,Highly Cost-Effective,True,True,0.747,0.04,0.04,19,True,SF-6D,True,3,True,True,Government
CEA0137,Cost-Benefit Analysis (CBA),2015,Italy,Healthcare payer,Infectious Disease,Screening,Hybrid,Lifetime,117957.35,86935.25,31022.1,9.5212,6.0641,3.4571,8973.47,80000,Highly Cost-Effective,True,False,,0.03,0.035,17,True,HUI,True,5,True,False,Industry
CEA0138,Budget Impact Analysis (BIA),2022,Netherlands,Government,Vaccines,Prevention,Markov,Lifetime,133150.4,91941.28,41209.12,8.6803,7.0311,1.6492,24987.6,80000,Highly Cost-Effective,True,True,0.586,0.04,0.04,16,True,SF-6D,False,4,False,False,Government
CEA0139,Cost-Benefit Analysis (CBA),2023,UK,Patient,Oncology,Digital Health,Decision Tree,30,107938.46,1534.55,106403.9,3.1327,8.5357,-5.403,-19693.43,50000,Dominant,True,True,0.732,0.03,0.04,17,False,SF-6D,False,2,True,False,Government
CEA0140,Cost-Minimization Analysis (CMA),2020,Sweden,Societal,Mental Health,Diagnostic,Markov,30,185403.23,117727.77,67675.46,11.7345,6.9687,4.7658,14200.27,80000,Highly Cost-Effective,True,False,,0.04,0.03,19,True,Literature,True,3,False,False,Government
CEA0141,Cost-Benefit Analysis (CBA),2017,USA,Government,Mental Health,Digital Health,Hybrid,20,72426.08,22640.73,49785.36,5.254,13.2175,-7.9635,-6251.69,100000,Dominant,True,False,,0.03,0.03,19,True,EQ-5D,True,1,True,False,Government
CEA0142,Cost-Utility Analysis (CUA),2015,USA,Healthcare payer,Oncology,Pharmaceutical,Markov,1,111500.63,79823.82,31676.81,3.8269,9.6073,-5.7803,-5480.09,100000,Dominant,True,True,0.736,0.035,0.04,15,True,HUI,True,0,False,False,Independent
CEA0143,Cost-Benefit Analysis (CBA),2019,Spain,Societal,Neurology,Screening,Hybrid,5,37545.13,52182.55,-14637.43,12.6769,4.0851,8.5918,-1703.65,80000,Dominant,True,True,0.514,0.04,0.04,16,True,SF-6D,False,6,False,False,Government
CEA0144,Budget Impact Analysis (BIA),2024,Sweden,Healthcare payer,Cardiology,Prevention,Discrete Event Simulation,1,139365.83,108855.01,30510.82,14.9218,10.3203,4.6014,6630.76,80000,Highly Cost-Effective,True,True,0.52,0.03,0.05,18,False,Expert Opinion,False,6,False,False,Mixed
CEA0145,Cost-Benefit Analysis (CBA),2015,Australia,Societal,Rheumatology,Device,Discrete Event Simulation,5,185196.28,145402.27,39794.01,5.8311,11.711,-5.88,-6767.73,80000,Dominant,True,False,,0.05,0.035,24,False,Expert Opinion,True,3,False,False,Industry
CEA0146,Cost-Utility Analysis (CUA),2020,Canada,Patient,Neurology,Diagnostic,Decision Tree,20,56884.39,92434.18,-35549.79,3.9964,3.3855,0.6109,-58191.86,80000,Dominant,True,True,0.778,0.035,0.05,21,False,HUI,True,2,True,False,Industry
CEA0147,Cost-Minimization Analysis (CMA),2022,Sweden,Societal,Mental Health,Digital Health,Hybrid,20,80073.83,37285.2,42788.64,5.714,12.2023,-6.4883,-6594.7,80000,Dominant,True,True,0.67,0.035,0.04,19,True,HUI,True,2,False,False,Independent
CEA0148,Cost-Effectiveness Analysis (CEA),2018,Canada,Government,Cardiology,Prevention,Markov,20,117473.83,40743.89,76729.94,14.1102,5.477,8.6331,8887.84,80000,Highly Cost-Effective,True,False,,0.04,0.05,21,False,Literature,False,6,False,True,Industry
CEA0149,Cost-Effectiveness Analysis (CEA),2015,Japan,Hospital,Vaccines,Prevention,Markov,1,26186.44,100940.37,-74753.94,3.0434,3.3168,-0.2735,273364.3,80000,Not Cost-Effective,True,True,0.428,0.035,0.04,23,False,Literature,True,5,True,False,Government
CEA0150,Cost-Utility Analysis (CUA),2015,Germany,Societal,Rare Diseases,Diagnostic,Discrete Event Simulation,30,51157.33,117839.55,-66682.22,8.2038,4.4185,3.7853,-17616.12,80000,Dominant,True,True,0.689,0.03,0.03,23,False,EQ-5D,False,9,True,False,Industry
CEA0151,Cost-Utility Analysis (CUA),2018,South Korea,Healthcare payer,Rheumatology,Digital Health,Markov,30,178126.55,144862.56,33263.99,5.4284,10.4557,-5.0273,-6616.65,80000,Dominant,True,True,0.885,0.035,0.05,12,True,SF-6D,False,2,True,False,Government
CEA0152,Cost-Minimization Analysis (CMA),2024,Germany,Patient,Rare Diseases,Digital Health,Markov,30,14668.25,22198.38,-7530.13,9.5553,2.7418,6.8135,-1105.18,80000,Dominant,True,True,0.312,0.035,0.035,18,True,Literature,True,4,True,False,Industry
CEA0153,Cost-Benefit Analysis (CBA),2024,Australia,Healthcare payer,Neurology,Surgical,Decision Tree,Lifetime,1983.12,117972.72,-115989.6,10.6958,2.5596,8.1362,-14255.93,80000,Dominant,True,True,0.624,0.04,0.04,13,False,EQ-5D,False,6,True,True,Independent
CEA0154,Cost-Minimization Analysis (CMA),2023,Netherlands,Government,Oncology,Digital Health,Markov,Lifetime,173101.93,128671.04,44430.89,14.4187,2.9119,11.5069,3861.25,80000,Highly Cost-Effective,True,True,0.557,0.035,0.03,16,True,HUI,True,3,False,False,Industry
CEA0155,Cost-Benefit Analysis (CBA),2021,Canada,Healthcare payer,Diabetes,Surgical,Hybrid,20,168308.48,59581.09,108727.39,13.7907,5.1281,8.6625,12551.44,80000,Highly Cost-Effective,True,True,0.397,0.035,0.04,24,True,Expert Opinion,True,9,False,False,Government
CEA0156,Budget Impact Analysis (BIA),2019,USA,Patient,Vaccines,Screening,Hybrid,Lifetime,160337.6,107444.38,52893.22,12.491,13.2412,-0.7502,-70504.89,100000,Dominant,True,False,,0.05,0.03,19,False,SF-6D,True,4,False,False,Mixed
CEA0157,Budget Impact Analysis (BIA),2019,South Korea,Societal,Infectious Disease,Prevention,Decision Tree,30,16436.21,92901.87,-76465.65,13.1837,2.25,10.9336,-6993.63,80000,Dominant,True,True,0.483,0.03,0.05,12,True,SF-6D,False,8,True,True,Industry
CEA0158,Budget Impact Analysis (BIA),2017,Germany,Hospital,Vaccines,Screening,Discrete Event Simulation,1,45078.66,135531.93,-90453.28,8.8942,10.1466,-1.2524,72223.84,80000,Cost-Effective,True,True,0.303,0.05,0.03,13,False,EQ-5D,False,2,True,False,Industry
CEA0159,Cost-Benefit Analysis (CBA),2024,USA,Government,Rheumatology,Digital Health,Hybrid,1,16727.5,88535.97,-71808.47,5.2395,7.9827,-2.7432,26176.58,100000,Highly Cost-Effective,True,False,,0.05,0.035,24,False,HUI,True,7,True,False,Mixed
CEA0160,Budget Impact Analysis (BIA),2023,South Korea,Patient,Infectious Disease,Device,Decision Tree,10,97164.0,136344.92,-39180.92,6.8713,13.612,-6.7406,5812.65,80000,Highly Cost-Effective,True,False,,0.04,0.03,19,True,Expert Opinion,True,4,True,False,Mixed
CEA0161,Cost-Effectiveness Analysis (CEA),2017,South Korea,Societal,Vaccines,Surgical,Discrete Event Simulation,10,24493.72,36356.34,-11862.62,5.3569,8.6302,-3.2734,3623.98,80000,Highly Cost-Effective,True,True,0.739,0.05,0.04,19,True,EQ-5D,False,0,True,False,Mixed
CEA0162,Cost-Benefit Analysis (CBA),2018,South Korea,Hospital,Diabetes,Surgical,Discrete Event Simulation,1,84294.55,129576.29,-45281.74,6.0771,8.8511,-2.7739,16324.09,80000,Highly Cost-Effective,True,False,,0.04,0.035,14,True,SF-6D,True,3,True,False,Mixed
CEA0163,Cost-Benefit Analysis (CBA),2015,UK,Government,Cardiology,Device,Hybrid,Lifetime,132546.37,46065.96,86480.41,8.775,10.5261,-1.7511,-49385.99,50000,Dominant,True,True,0.511,0.05,0.03,19,True,SF-6D,True,4,True,False,Independent
CEA0164,Cost-Benefit Analysis (CBA),2016,Spain,Patient,Oncology,Diagnostic,Decision Tree,1,20804.96,122632.83,-101827.87,12.5608,7.3843,5.1765,-19671.12,80000,Dominant,True,True,0.944,0.05,0.03,23,False,EQ-5D,True,5,False,False,Government
CEA0165,Cost-Effectiveness Analysis (CEA),2020,Spain,Government,Diabetes,Screening,Hybrid,30,1328.85,124106.26,-122777.42,14.9617,10.7252,4.2365,-28980.88,80000,Dominant,True,True,0.386,0.035,0.035,17,False,SF-6D,True,2,True,False,Industry
CEA0166,Cost-Benefit Analysis (CBA),2019,Germany,Societal,Infectious Disease,Digital Health,Hybrid,Lifetime,183408.05,138115.91,45292.14,3.9334,3.4515,0.4819,93980.88,80000,Marginally Cost-Effective,False,True,0.801,0.035,0.035,21,True,Literature,True,2,False,False,Independent
CEA0167,Cost-Utility Analysis (CUA),2018,USA,Societal,Cardiology,Behavioral,Hybrid,10,159665.51,48246.06,111419.45,10.7437,3.7633,6.9804,15961.72,100000,Highly Cost-Effective,True,False,,0.05,0.035,21,False,HUI,False,8,False,False,Industry
CEA0168,Cost-Utility Analysis (CUA),2024,Japan,Patient,Neurology,Prevention,Discrete Event Simulation,10,168141.76,35836.48,132305.28,6.8194,10.4297,-3.6103,-36646.5,80000,Dominant,True,True,0.544,0.035,0.03,19,True,EQ-5D,False,8,True,False,Industry
CEA0169,Budget Impact Analysis (BIA),2019,UK,Healthcare payer,Mental Health,Digital Health,Decision Tree,1,189630.87,1064.84,188566.03,14.722,10.7462,3.9757,47429.51,50000,Cost-Effective,True,True,0.47,0.05,0.04,23,True,Expert Opinion,True,7,False,True,Industry
CEA0170,Cost-Benefit Analysis (CBA),2019,South Korea,Societal,Infectious Disease,Behavioral,Markov,30,173536.0,46881.84,126654.16,3.9531,7.3405,-3.3874,-37389.56,80000,Dominant,True,True,0.607,0.04,0.04,23,False,Literature,False,6,False,False,Mixed
CEA0171,Cost-Benefit Analysis (CBA),2015,France,Patient,Cardiology,Digital Health,Discrete Event Simulation,5,164270.33,8449.17,155821.17,9.3572,8.4403,0.9169,169945.01,80000,Not Cost-Effective,True,False,,0.035,0.035,12,False,Expert Opinion,False,0,True,True,Industry
CEA0172,Cost-Utility Analysis (CUA),2019,Sweden,Government,Infectious Disease,Device,Markov,Lifetime,195053.4,107037.73,88015.67,7.5457,9.7038,-2.1581,-40784.11,80000,Dominant,True,True,0.431,0.035,0.035,17,True,Expert Opinion,False,3,True,False,Industry
CEA0173,Cost-Minimization Analysis (CMA),2020,Netherlands,Hospital,Respiratory,Pharmaceutical,Decision Tree,Lifetime,196433.03,65900.0,130533.02,14.3981,6.5974,7.8007,16733.44,80000,Highly Cost-Effective,True,True,0.435,0.05,0.035,17,True,EQ-5D,True,9,False,True,Industry
CEA0174,Cost-Effectiveness Analysis (CEA),2020,Japan,Patient,Neurology,Device,Decision Tree,5,65850.26,61939.2,3911.06,6.8129,8.9831,-2.1702,-1802.16,80000,Dominant,True,True,0.851,0.035,0.03,19,True,EQ-5D,False,1,False,True,Industry
CEA0175,Cost-Effectiveness Analysis (CEA),2015,Australia,Government,Oncology,Behavioral,Discrete Event Simulation,30,110741.91,62439.87,48302.04,4.7721,5.6399,-0.8678,-55662.34,80000,Dominant,True,False,,0.04,0.03,15,True,SF-6D,True,9,False,False,Industry
CEA0176,Cost-Utility Analysis (CUA),2018,France,Healthcare payer,Rheumatology,Device,Markov,1,86816.16,3479.86,83336.3,10.7536,9.5831,1.1705,71198.82,80000,Cost-Effective,True,True,0.744,0.035,0.035,24,False,Literature,True,2,False,False,Government
