hta_id,agency,assessment_date,assessment_year,technology_category,therapeutic_area,n_rcts,n_observational_studies,total_patients_evidence,primary_endpoint_met,effect_size,serious_adverse_events_rate,discontinuation_rate,icer_per_qaly,willingness_to_pay_threshold,budget_impact_annual,certainty_of_evidence,cost_effectiveness_score,clinical_benefit_score,innovation_score,decision,reimbursement_rate,time_to_decision_months,market_exclusivity_years,managed_entry_agreement,manufacturer_appeals
HTA0125,PBAC (Australia),2020-03-11,2020,Screening Programs,Gastroenterology,13,3,7933,True,-0.407,0.1031,0.106,8386.05,100000,75865147.78,Moderate,3.6,9.1,2.05,Conditional,0.682,7,2,True,False
HTA0126,CADTH (Canada),2018-11-15,2018,Medical Devices,Hematology,20,0,3907,True,1.124,0.047,0.2438,83547.2,100000,76428279.45,Low,4.96,3.72,3.33,Conditional,0.378,19,13,True,False
HTA0127,PBAC (Australia),2020-01-28,2020,Immunotherapy,Endocrinology,24,12,6726,True,1.95,0.0598,0.3238,111513.8,100000,30748449.17,Moderate,8.13,5.15,7.58,Restricted,0.544,7,16,True,False
HTA0128,SMC (Scotland),2019-11-22,2019,Diagnostic Tests,Infectious Disease,13,14,3311,True,1.738,0.1418,0.0702,103709.6,100000,47211425.65,High,9.73,9.54,5.62,Recommended,0.819,22,5,False,False
HTA0129,IQWIG (Germany),2023-11-01,2023,Rehabilitation Technologies,Endocrinology,24,6,4594,True,2.256,0.0969,0.304,134695.62,100000,46141948.3,Moderate,6.42,6.32,8.26,Restricted,0.643,11,7,True,False
HTA0130,NICE (UK),2018-08-19,2018,Pharmaceuticals,Oncology,6,2,2590,True,2.415,0.063,0.3069,115576.48,50000,92996482.4,High,8.85,5.75,6.69,Restricted,0.693,14,1,False,False
HTA0131,G-BA (Germany),2023-03-19,2023,Screening Programs,Hematology,18,7,2941,False,-0.205,0.0134,0.3083,125950.97,100000,74307137.06,High,7.78,7.92,6.93,Recommended,0.953,6,2,False,False
HTA0132,HAS (France),2018-02-14,2018,Screening Programs,Respiratory,14,3,8705,True,0.418,0.1418,0.2712,88670.9,100000,70077871.33,High,1.91,8.82,7.14,Restricted,0.534,4,9,False,False
HTA0133,SMC (Scotland),2019-08-15,2019,Medical Devices,Cardiology,2,6,3051,True,-0.043,0.0739,0.0577,89572.34,100000,84380843.89,Moderate,2.97,1.3,2.93,Not Recommended,0.0,21,16,False,True
HTA0134,CVZ (Netherlands),2023-04-20,2023,Rehabilitation Technologies,Endocrinology,18,13,6655,True,0.41,0.0796,0.2472,22393.29,100000,91762377.38,Low,4.61,2.43,8.94,Restricted,0.747,13,8,True,False
HTA0135,TLV (Sweden),2022-10-18,2022,Pharmaceuticals,Immunology,22,5,6452,True,2.018,0.0109,0.1364,112431.09,100000,32310744.82,High,4.24,3.43,8.58,Restricted,0.594,6,17,True,False
HTA0136,G-BA (Germany),2021-03-05,2021,Pharmaceuticals,Rheumatology,17,9,8762,True,0.663,0.1619,0.2963,5632.67,100000,17528355.79,Low,7.0,9.69,7.85,Recommended,0.99,17,8,False,False
HTA0137,PBAC (Australia),2020-12-05,2020,Surgical Procedures,Neurology,10,0,1224,True,0.655,0.2178,0.2166,21091.74,100000,63807990.38,Low,1.03,8.73,2.67,Conditional,0.521,6,1,False,False
HTA0138,TLV (Sweden),2023-01-04,2023,Gene Therapy,Rheumatology,13,6,9488,True,0.684,0.2334,0.094,111879.0,100000,97484589.32,High,7.14,5.21,6.21,Restricted,0.526,13,2,True,False
HTA0139,NICE (UK),2019-05-12,2019,Gene Therapy,Rheumatology,15,4,3848,False,0.338,0.1803,0.3821,9556.16,50000,73883842.08,Moderate,9.15,3.4,7.52,Restricted,0.763,8,0,False,False
HTA0140,NICE (UK),2021-11-22,2021,Screening Programs,Immunology,21,9,5918,True,0.603,0.0536,0.2024,53154.41,50000,34838566.84,Low,3.01,6.78,6.14,Restricted,0.67,23,3,True,False
HTA0141,CADTH (Canada),2020-08-01,2020,Diagnostic Tests,Hematology,23,8,8935,False,0.21,0.235,0.2612,73643.13,100000,6911932.41,Low,6.24,9.91,3.15,Restricted,0.659,22,17,True,False
HTA0142,SMC (Scotland),2020-10-12,2020,Preventive Interventions,Oncology,7,9,125,False,-0.185,0.0763,0.3936,81453.45,100000,90735675.43,Moderate,6.79,8.29,9.53,Recommended,0.867,17,8,False,False
HTA0143,HAS (France),2019-05-20,2019,Rehabilitation Technologies,Oncology,20,8,2395,True,2.374,0.1371,0.1347,77587.52,100000,68282412.94,High,3.47,8.26,5.14,Restricted,0.664,15,2,False,False
HTA0144,NCPE (Ireland),2020-02-11,2020,Pharmaceuticals,Oncology,12,5,9567,False,0.212,0.2455,0.2493,42633.56,100000,44262592.68,Low,1.66,6.6,9.83,Restricted,0.557,21,1,True,False
HTA0145,PBAC (Australia),2024-08-13,2024,Medical Devices,Cardiology,10,7,3523,True,0.196,0.12,0.3235,144224.33,100000,76594327.82,Low,6.43,8.52,8.06,Recommended,0.875,12,10,False,False
HTA0146,PBAC (Australia),2021-08-02,2021,Screening Programs,Immunology,23,7,9235,True,0.786,0.017,0.2183,101052.93,100000,12731759.74,Moderate,4.58,9.28,9.94,Recommended,0.809,9,16,False,False
HTA0147,G-BA (Germany),2022-03-03,2022,Surgical Procedures,Endocrinology,17,6,3774,True,1.366,0.2482,0.1852,88206.98,100000,42144785.69,Low,9.12,8.9,9.77,Recommended,0.806,13,8,False,False
HTA0148,TLV (Sweden),2018-01-22,2018,Digital Health,Immunology,2,7,1872,True,0.794,0.1826,0.2472,66987.77,100000,33307504.66,Low,2.29,4.87,9.13,Restricted,0.754,7,13,True,False
HTA0149,CVZ (Netherlands),2021-08-09,2021,Surgical Procedures,Cardiology,16,2,714,True,1.408,0.0974,0.1533,132527.0,100000,46540237.16,High,8.44,1.43,7.54,Restricted,0.732,12,3,False,False
HTA0150,TLV (Sweden),2022-08-20,2022,Pharmaceuticals,Respiratory,23,12,680,True,1.14,0.1377,0.2567,13892.99,100000,36855449.23,Low,2.81,2.83,1.09,Not Recommended,0.0,22,2,False,True
HTA0151,SMC (Scotland),2020-04-15,2020,Surgical Procedures,Rheumatology,9,4,6128,True,0.409,0.0881,0.2994,123433.02,100000,18979782.81,Moderate,9.12,8.26,9.86,Recommended,0.951,23,7,False,False
HTA0152,NICE (UK),2019-11-02,2019,Immunotherapy,Immunology,9,0,3822,True,0.946,0.0968,0.3822,96663.13,50000,13864195.85,Low,8.03,7.38,2.55,Restricted,0.792,4,7,False,False
HTA0153,IQWIG (Germany),2024-07-26,2024,Gene Therapy,Oncology,7,12,1761,True,-0.407,0.0225,0.0998,35942.04,100000,66849473.23,Moderate,2.07,7.88,7.04,Restricted,0.631,3,16,False,False
HTA0154,CADTH (Canada),2018-03-11,2018,Surgical Procedures,Cardiology,20,2,2635,False,0.116,0.2124,0.0841,86052.19,100000,50607700.15,Low,5.81,5.87,4.87,Restricted,0.593,18,5,False,False
HTA0155,G-BA (Germany),2018-04-04,2018,Diagnostic Tests,Immunology,12,6,9829,False,0.173,0.2012,0.1377,95606.74,100000,57602852.33,Low,9.15,1.11,7.07,Restricted,0.516,19,11,False,False
HTA0156,PBAC (Australia),2018-05-25,2018,Pharmaceuticals,Rheumatology,14,4,6361,True,0.568,0.0301,0.1667,103243.44,100000,8138998.2,Moderate,4.43,9.84,8.06,Restricted,0.72,16,18,True,False
HTA0157,NCPE (Ireland),2019-10-09,2019,Surgical Procedures,Gastroenterology,8,9,5793,True,0.038,0.243,0.0897,63522.15,100000,74050613.5,Low,4.8,4.12,4.58,Conditional,0.406,12,1,False,False
HTA0158,HAS (France),2023-06-26,2023,Screening Programs,Immunology,11,6,1618,False,-0.203,0.0321,0.2597,95429.07,100000,65201977.19,Moderate,1.14,9.69,3.26,Conditional,0.57,3,15,True,False
HTA0159,CADTH (Canada),2018-03-26,2018,Medical Devices,Endocrinology,10,4,4857,False,-0.493,0.1954,0.2688,59165.45,100000,5998405.5,Low,4.47,9.43,5.88,Restricted,0.782,12,3,True,False
HTA0160,CVZ (Netherlands),2018-10-18,2018,Gene Therapy,Rheumatology,22,1,3590,False,-0.416,0.2037,0.3515,123501.59,100000,51759913.03,Moderate,9.97,3.06,5.92,Restricted,0.701,20,19,False,False
HTA0161,IQWIG (Germany),2024-04-15,2024,Pharmaceuticals,Infectious Disease,1,8,5585,True,0.243,0.025,0.2106,111246.35,100000,61066440.75,Low,1.73,9.56,8.55,Restricted,0.742,21,3,True,False
HTA0162,NCPE (Ireland),2023-01-23,2023,Diagnostic Tests,Immunology,24,10,790,False,-0.073,0.0595,0.3299,53372.98,100000,86654141.39,Very Low,8.74,1.32,8.09,Restricted,0.623,13,5,False,False
HTA0163,CADTH (Canada),2024-12-18,2024,Medical Devices,Infectious Disease,2,14,7929,False,0.099,0.0583,0.2566,64106.76,100000,47483028.66,High,2.89,3.53,7.42,Conditional,0.305,3,5,False,False
HTA0164,PBAC (Australia),2021-05-18,2021,Pharmaceuticals,Immunology,7,2,2768,False,-0.054,0.2034,0.0528,139061.35,100000,44887344.44,Low,3.29,7.68,1.69,Conditional,0.649,15,13,True,False
HTA0165,PBAC (Australia),2018-10-26,2018,Surgical Procedures,Immunology,7,0,7124,True,0.678,0.1428,0.2261,33110.14,100000,86022860.35,Low,8.54,8.73,7.74,Recommended,0.888,11,14,False,False
HTA0166,PBAC (Australia),2024-07-13,2024,Immunotherapy,Endocrinology,17,6,3787,False,0.032,0.1995,0.1539,83498.59,100000,35177765.41,Moderate,7.59,8.93,2.09,Restricted,0.69,21,3,False,False
HTA0167,CVZ (Netherlands),2024-06-19,2024,Immunotherapy,Respiratory,22,14,3553,False,0.116,0.1437,0.1955,67196.93,100000,54549595.38,Low,7.32,2.55,5.5,Restricted,0.624,3,1,False,False
HTA0168,NICE (UK),2019-01-07,2019,Digital Health,Respiratory,13,4,5226,False,0.451,0.1964,0.264,129309.79,50000,67651397.5,Moderate,8.97,3.0,7.43,Restricted,0.764,11,0,False,False
HTA0169,SMC (Scotland),2021-03-22,2021,Preventive Interventions,Neurology,9,6,817,True,1.962,0.1071,0.2195,6938.31,100000,41564184.41,Low,1.14,3.53,2.87,Not Recommended,0.0,10,5,False,False
HTA0170,TLV (Sweden),2024-12-20,2024,Screening Programs,Endocrinology,17,12,4277,True,1.911,0.114,0.399,86063.6,100000,32795053.11,Moderate,4.15,4.35,1.62,Conditional,0.448,22,10,True,False
HTA0171,HAS (France),2021-12-02,2021,Pharmaceuticals,Hematology,24,14,5267,True,1.8,0.1501,0.3237,114003.31,100000,80497205.12,Moderate,2.26,7.04,6.58,Restricted,0.723,9,8,False,False
HTA0172,SMC (Scotland),2024-03-21,2024,Rehabilitation Technologies,Oncology,4,9,5976,True,-0.031,0.1237,0.3007,44286.69,100000,21023163.87,Moderate,3.17,2.93,4.82,Conditional,0.663,14,10,False,False
HTA0173,NICE (UK),2019-12-19,2019,Rehabilitation Technologies,Cardiology,23,1,7585,False,-0.228,0.1762,0.1424,141164.93,50000,64001053.87,Moderate,3.43,2.72,7.25,Conditional,0.387,6,6,False,False
HTA0174,IQWIG (Germany),2024-07-06,2024,Digital Health,Endocrinology,24,3,4040,False,-0.349,0.0621,0.2124,43280.63,100000,42108856.26,Low,8.42,6.67,8.72,Recommended,0.957,16,7,False,False
HTA0175,IQWIG (Germany),2019-02-08,2019,Screening Programs,Rheumatology,11,0,1305,False,0.467,0.2084,0.3661,140367.81,100000,80333451.2,Low,1.05,5.19,6.14,Conditional,0.422,15,16,True,False
HTA0176,PBAC (Australia),2020-12-16,2020,Diagnostic Tests,Rheumatology,21,2,265,True,2.25,0.1795,0.1581,24233.46,100000,51651936.07,High,9.45,4.73,4.62,Restricted,0.617,6,18,False,False
HTA0177,CVZ (Netherlands),2020-07-24,2020,Preventive Interventions,Endocrinology,11,13,6938,True,1.399,0.1226,0.2051,76651.41,100000,86243484.65,Moderate,9.46,5.54,9.54,Recommended,0.967,20,10,False,False
HTA0178,PBAC (Australia),2018-11-25,2018,Digital Health,Respiratory,9,5,2605,True,1.743,0.2045,0.1948,34604.15,100000,5191885.6,Low,5.08,9.54,1.55,Restricted,0.706,3,10,False,False
HTA0179,NCPE (Ireland),2023-06-03,2023,Gene Therapy,Endocrinology,24,9,5313,False,0.084,0.2101,0.2749,16390.89,100000,74315907.6,High,6.35,7.32,1.6,Restricted,0.569,19,19,True,False
HTA0180,IQWIG (Germany),2024-08-09,2024,Screening Programs,Infectious Disease,3,2,2359,True,1.574,0.1547,0.2666,141412.13,100000,77815241.75,High,4.13,4.92,4.56,Conditional,0.568,12,18,True,False
HTA0181,HAS (France),2021-10-02,2021,Medical Devices,Respiratory,20,1,2875,True,0.002,0.0453,0.3906,115097.41,100000,96808385.06,Moderate,3.51,8.18,3.94,Restricted,0.59,12,6,False,False
HTA0182,CADTH (Canada),2019-06-04,2019,Surgical Procedures,Infectious Disease,18,5,2530,False,-0.229,0.0337,0.3403,107467.95,100000,62104661.78,Moderate,5.31,8.03,3.73,Restricted,0.594,14,15,False,False
HTA0183,IQWIG (Germany),2024-10-25,2024,Pharmaceuticals,Oncology,23,9,6424,True,0.875,0.184,0.251,101745.79,100000,77927879.28,Low,3.82,5.84,8.56,Restricted,0.797,11,7,False,False
HTA0184,PBAC (Australia),2024-12-12,2024,Medical Devices,Hematology,6,2,6687,True,2.079,0.1076,0.1649,70828.54,100000,76482248.91,High,2.77,9.56,2.58,Conditional,0.527,16,3,True,False
HTA0185,NCPE (Ireland),2024-06-24,2024,Preventive Interventions,Rheumatology,21,13,5670,True,0.049,0.2082,0.15,139432.95,100000,97022726.01,Low,2.29,4.37,8.18,Conditional,0.447,14,16,True,False
HTA0186,PBAC (Australia),2024-09-21,2024,Surgical Procedures,Hematology,20,6,4578,True,-0.498,0.219,0.3274,95962.7,100000,75276310.63,Moderate,5.12,4.16,1.84,Conditional,0.494,20,12,True,False
HTA0187,NCPE (Ireland),2024-11-13,2024,Screening Programs,Immunology,7,4,9812,False,0.202,0.1577,0.3161,79373.71,100000,70704243.86,Very Low,4.38,7.37,5.28,Restricted,0.702,23,15,False,False
HTA0188,NCPE (Ireland),2024-09-20,2024,Diagnostic Tests,Endocrinology,10,11,6722,True,1.379,0.0768,0.3485,139615.61,100000,99643431.07,Low,7.78,2.94,4.02,Conditional,0.486,15,13,True,False
HTA0189,NCPE (Ireland),2020-08-10,2020,Screening Programs,Oncology,19,10,7950,False,-0.289,0.1435,0.3498,126084.56,100000,92808162.88,Moderate,3.86,7.74,4.88,Restricted,0.526,19,2,False,False
HTA0190,NCPE (Ireland),2020-02-08,2020,Pharmaceuticals,Infectious Disease,19,6,4863,True,1.46,0.0562,0.1535,94844.31,100000,60363129.28,Moderate,4.15,9.22,4.06,Restricted,0.637,19,8,False,False
HTA0191,G-BA (Germany),2023-08-24,2023,Rehabilitation Technologies,Neurology,1,9,2963,False,0.435,0.0546,0.1804,139651.43,100000,7119037.61,High,2.47,6.36,2.35,Conditional,0.687,4,2,False,False
HTA0192,SMC (Scotland),2019-04-08,2019,Rehabilitation Technologies,Hematology,10,2,8102,True,-0.156,0.236,0.3245,72046.72,100000,86631297.91,Moderate,7.45,8.71,4.21,Restricted,0.727,6,15,True,False
HTA0193,NICE (UK),2019-03-26,2019,Gene Therapy,Hematology,21,8,5652,False,-0.327,0.1266,0.0909,103912.21,50000,95040067.16,High,7.6,6.69,6.25,Restricted,0.617,8,16,False,False
HTA0194,IQWIG (Germany),2022-12-03,2022,Surgical Procedures,Cardiology,22,7,9978,False,-0.089,0.1445,0.3799,16996.44,100000,26139839.42,Low,1.89,1.68,4.25,Not Recommended,0.0,15,5,False,False
HTA0195,TLV (Sweden),2021-03-11,2021,Medical Devices,Oncology,12,11,4106,True,1.204,0.0811,0.3784,123717.33,100000,98373153.44,Moderate,9.73,4.88,4.13,Restricted,0.515,22,11,True,False
HTA0196,SMC (Scotland),2024-01-01,2024,Screening Programs,Infectious Disease,10,5,1549,False,0.321,0.1246,0.1728,57571.17,100000,80765738.04,Moderate,2.88,1.76,5.2,Conditional,0.493,8,2,False,False
HTA0197,NCPE (Ireland),2024-05-24,2024,Gene Therapy,Oncology,3,11,8084,True,1.305,0.2349,0.1591,41216.96,100000,65761855.27,Low,3.99,9.35,8.6,Restricted,0.567,14,14,True,False
HTA0198,G-BA (Germany),2020-04-04,2020,Pharmaceuticals,Neurology,3,9,1995,True,0.815,0.2258,0.3868,69396.71,100000,75252812.8,Moderate,5.84,3.5,2.95,Conditional,0.415,10,15,True,False
HTA0199,CADTH (Canada),2024-03-22,2024,Rehabilitation Technologies,Cardiology,8,7,3954,False,0.458,0.0629,0.3602,140474.1,100000,91725633.91,Low,6.67,4.63,7.77,Restricted,0.659,7,6,True,False
HTA0200,IQWIG (Germany),2019-12-04,2019,Digital Health,Rheumatology,23,5,8579,True,0.249,0.1414,0.146,135729.54,100000,22305243.49,Low,6.03,8.46,7.42,Restricted,0.709,6,16,True,False
HTA0201,PBAC (Australia),2023-03-22,2023,Gene Therapy,Gastroenterology,1,3,2297,False,-0.234,0.2477,0.059,92511.68,100000,66291092.18,Low,2.08,9.45,2.63,Conditional,0.549,17,4,False,False
HTA0202,IQWIG (Germany),2022-08-16,2022,Preventive Interventions,Cardiology,15,8,1709,False,-0.416,0.1043,0.0851,7405.91,100000,66510149.58,Low,2.47,3.1,1.21,Not Recommended,0.0,23,12,False,False
HTA0203,NICE (UK),2019-02-22,2019,Medical Devices,Hematology,11,0,5974,True,-0.414,0.15,0.054,119168.93,50000,31336849.45,High,6.3,4.58,9.76,Restricted,0.663,17,7,True,False
HTA0204,IQWIG (Germany),2024-01-24,2024,Screening Programs,Oncology,4,4,8811,False,-0.405,0.118,0.1681,131249.83,100000,9268966.55,Moderate,7.77,1.46,5.43,Conditional,0.477,5,14,False,False
HTA0205,CADTH (Canada),2022-05-27,2022,Diagnostic Tests,Immunology,23,3,8576,True,0.305,0.0967,0.193,103556.1,100000,6611362.78,High,4.53,7.27,2.74,Conditional,0.557,6,19,True,False
HTA0206,CADTH (Canada),2020-03-06,2020,Preventive Interventions,Respiratory,6,3,6482,False,-0.359,0.1409,0.087,11567.72,100000,65982200.08,Moderate,1.74,1.31,9.91,Conditional,0.312,11,9,True,False
HTA0207,CADTH (Canada),2023-03-25,2023,Diagnostic Tests,Immunology,21,12,2562,True,0.903,0.1587,0.1939,66985.54,100000,33698182.08,Low,8.66,2.81,9.41,Restricted,0.707,3,10,True,False
HTA0208,CADTH (Canada),2024-02-12,2024,Immunotherapy,Immunology,17,0,1471,True,1.456,0.1974,0.327,92358.13,100000,51652219.67,High,3.59,1.84,9.67,Restricted,0.541,5,9,True,False
HTA0209,SMC (Scotland),2019-12-22,2019,Medical Devices,Oncology,20,5,3967,False,-0.274,0.1762,0.1317,95672.87,100000,74960748.45,Moderate,1.54,2.18,6.45,Conditional,0.64,13,8,True,False
HTA0210,CVZ (Netherlands),2021-08-09,2021,Preventive Interventions,Cardiology,12,9,8813,True,0.276,0.0167,0.271,66827.76,100000,55266375.07,Moderate,3.66,6.97,9.69,Restricted,0.515,14,4,True,False
HTA0211,IQWIG (Germany),2019-05-18,2019,Screening Programs,Infectious Disease,24,13,4869,False,-0.093,0.0444,0.3002,47536.25,100000,53021560.43,Low,9.1,8.13,7.09,Recommended,0.936,20,5,False,False
HTA0212,G-BA (Germany),2021-05-08,2021,Immunotherapy,Infectious Disease,19,13,2114,True,1.554,0.2266,0.343,23468.57,100000,13500842.57,Low,9.32,5.15,5.49,Restricted,0.595,22,7,False,False
HTA0213,NICE (UK),2018-12-19,2018,Digital Health,Neurology,14,5,2337,True,2.053,0.2398,0.248,79596.89,50000,9420582.16,Moderate,4.42,6.46,4.5,Restricted,0.572,3,19,False,False
HTA0214,IQWIG (Germany),2020-06-26,2020,Gene Therapy,Gastroenterology,16,2,1681,True,0.46,0.1244,0.1614,75910.19,100000,86096083.29,Low,7.25,4.28,7.65,Restricted,0.7,14,11,True,False
HTA0215,CADTH (Canada),2021-03-22,2021,Preventive Interventions,Respiratory,19,5,7230,True,0.06,0.0162,0.1496,69239.89,100000,62093488.5,Low,2.77,2.13,9.67,Conditional,0.343,13,12,True,False
HTA0216,CADTH (Canada),2024-03-12,2024,Screening Programs,Neurology,15,14,6682,True,1.413,0.2068,0.0646,77228.84,100000,69241730.8,Moderate,3.77,6.52,9.08,Restricted,0.743,22,14,False,False
HTA0217,IQWIG (Germany),2021-10-06,2021,Surgical Procedures,Hematology,14,11,8206,False,0.03,0.1858,0.3734,146401.1,100000,83487231.3,Moderate,9.7,6.65,9.38,Recommended,0.935,13,8,False,False
HTA0218,IQWIG (Germany),2021-11-15,2021,Immunotherapy,Cardiology,22,12,7108,True,-0.014,0.1679,0.3992,70502.22,100000,36118127.12,Moderate,2.04,8.95,4.73,Restricted,0.616,17,19,False,False
HTA0219,IQWIG (Germany),2024-06-17,2024,Preventive Interventions,Immunology,18,0,1292,True,0.287,0.1361,0.0889,130884.55,100000,30438791.6,Moderate,7.08,1.34,6.58,Restricted,0.709,6,0,False,False
HTA0220,HAS (France),2022-08-19,2022,Preventive Interventions,Neurology,4,1,9047,True,1.198,0.2279,0.1887,47967.24,100000,15203476.24,Moderate,4.89,6.36,1.73,Conditional,0.676,18,6,True,False
HTA0221,SMC (Scotland),2019-10-21,2019,Medical Devices,Endocrinology,7,12,8548,True,2.463,0.0882,0.1879,92483.46,100000,80366745.03,Moderate,4.8,9.96,1.09,Restricted,0.769,12,4,True,False
HTA0222,IQWIG (Germany),2022-12-23,2022,Preventive Interventions,Rheumatology,1,10,1825,True,1.331,0.0158,0.0908,23428.95,100000,19739080.95,Moderate,7.77,9.15,8.52,Recommended,0.839,13,3,False,False
HTA0223,HAS (France),2019-08-22,2019,Surgical Procedures,Oncology,2,11,2281,True,0.836,0.0135,0.1366,130612.4,100000,17298214.4,Moderate,1.13,5.31,1.19,Not Recommended,0.0,7,4,False,True
HTA0224,CVZ (Netherlands),2024-07-27,2024,Immunotherapy,Immunology,15,2,2495,True,1.294,0.1024,0.3492,143100.22,100000,88472908.11,Moderate,2.75,5.27,1.07,Conditional,0.31,10,15,True,False
HTA0225,TLV (Sweden),2024-07-06,2024,Digital Health,Hematology,2,8,1913,True,1.437,0.0209,0.3811,127113.98,100000,30364635.73,High,2.53,2.14,2.11,Not Recommended,0.0,18,13,False,False
HTA0226,TLV (Sweden),2024-05-11,2024,Immunotherapy,Rheumatology,18,13,9456,True,0.358,0.1714,0.1095,13035.3,100000,33783502.43,Low,4.72,6.88,6.22,Restricted,0.507,4,15,True,False
HTA0227,NCPE (Ireland),2024-05-25,2024,Gene Therapy,Gastroenterology,20,5,9141,False,0.178,0.1413,0.2163,138752.97,100000,8200759.83,Moderate,4.15,8.04,9.93,Restricted,0.572,16,13,True,False
HTA0228,NCPE (Ireland),2020-11-23,2020,Preventive Interventions,Oncology,22,6,7707,False,-0.166,0.1854,0.197,88862.17,100000,83428565.56,Low,8.8,1.54,7.23,Restricted,0.542,5,7,True,False
HTA0229,IQWIG (Germany),2021-03-28,2021,Gene Therapy,Rheumatology,13,13,2987,True,2.348,0.2211,0.3675,148772.25,100000,21623223.61,Moderate,7.02,5.35,4.77,Restricted,0.607,13,17,True,False
HTA0230,NICE (UK),2024-07-27,2024,Digital Health,Hematology,13,11,5685,True,1.982,0.0711,0.2156,11280.71,50000,70234607.16,Moderate,7.7,4.71,2.76,Restricted,0.654,15,12,False,False
HTA0231,CADTH (Canada),2022-12-17,2022,Digital Health,Rheumatology,9,1,9813,True,2.224,0.0682,0.082,51209.99,100000,11362921.08,High,6.16,1.55,1.28,Not Recommended,0.0,19,19,False,False
HTA0232,G-BA (Germany),2018-01-28,2018,Pharmaceuticals,Endocrinology,11,1,320,False,-0.07,0.19,0.3696,87957.83,100000,18897729.91,Moderate,2.79,3.22,3.76,Conditional,0.522,8,5,True,False
HTA0233,IQWIG (Germany),2023-09-20,2023,Rehabilitation Technologies,Immunology,18,11,4576,False,-0.486,0.1659,0.2841,120805.09,100000,93342540.97,High,2.38,8.98,5.13,Restricted,0.669,20,14,True,False
HTA0234,CADTH (Canada),2022-09-08,2022,Rehabilitation Technologies,Immunology,3,14,7633,True,-0.087,0.0102,0.3661,8569.61,100000,21736121.18,Moderate,4.21,9.21,1.36,Conditional,0.505,9,7,True,False
HTA0235,PBAC (Australia),2020-05-23,2020,Immunotherapy,Immunology,18,3,2895,True,0.047,0.2417,0.1999,96642.79,100000,72885014.68,Moderate,2.33,2.86,3.82,Conditional,0.554,21,14,True,False
HTA0236,NCPE (Ireland),2024-09-12,2024,Preventive Interventions,Endocrinology,23,2,6426,True,1.473,0.164,0.0589,119255.67,100000,90421562.4,Moderate,8.31,1.74,6.4,Restricted,0.646,19,12,True,False
HTA0237,CVZ (Netherlands),2018-06-24,2018,Medical Devices,Endocrinology,18,6,2281,False,-0.168,0.1301,0.276,79032.71,100000,12875341.23,Moderate,8.22,8.75,2.24,Restricted,0.786,23,6,True,False
